block_number,timestamp_unix,timestamp_utc,base_fee_per_gas_wei,gas_used,gas_limit,gas_used_ratio
10100730,1706990807,2024-02-03T20:06:47+00:00,391,415957,30000000,0.013865233333333333
10100880,1706991107,2024-02-03T20:11:47+00:00,335,1587287,30000000,0.052909566666666664
10101030,1706991407,2024-02-03T20:16:47+00:00,333,395265,30000000,0.0131755
10101180,1706991707,2024-02-03T20:21:47+00:00,321,585312,30000000,0.0195104
10101330,1706992007,2024-02-03T20:26:47+00:00,311,2133663,30000000,0.0711221
10101480,1706992307,2024-02-03T20:31:47+00:00,302,1692354,30000000,0.0564118
10101630,1706992607,2024-02-03T20:36:47+00:00,281,2018858,30000000,0.06729526666666667
10101780,1706992907,2024-02-03T20:41:47+00:00,281,211934,30000000,0.0070644666666666665
10101930,1706993207,2024-02-03T20:46:47+00:00,281,1206920,30000000,0.040230666666666665
10102080,1706993507,2024-02-03T20:51:47+00:00,285,805783,30000000,0.02685943333333333
10102230,1706993807,2024-02-03T20:56:47+00:00,278,1142168,30000000,0.03807226666666667
10102380,1706994107,2024-02-03T21:01:47+00:00,285,1999570,30000000,0.06665233333333333
10102530,1706994407,2024-02-03T21:06:47+00:00,283,854564,30000000,0.028485466666666667
10102680,1706994707,2024-02-03T21:11:47+00:00,283,1002239,30000000,0.033407966666666664
10102830,1706995007,2024-02-03T21:16:47+00:00,281,437876,30000000,0.014595866666666667
10102980,1706995307,2024-02-03T21:21:47+00:00,275,915460,30000000,0.030515333333333332
10103130,1706995607,2024-02-03T21:26:47+00:00,278,2476525,30000000,0.08255083333333334
10103280,1706995907,2024-02-03T21:31:47+00:00,287,1431729,30000000,0.0477243
10103430,1706996207,2024-02-03T21:36:47+00:00,296,1318211,30000000,0.04394036666666667
10103580,1706996507,2024-02-03T21:41:47+00:00,281,845903,30000000,0.028196766666666668
10103730,1706996807,2024-02-03T21:46:47+00:00,279,721641,30000000,0.0240547
10103880,1706997107,2024-02-03T21:51:47+00:00,284,7874328,30000000,0.2624776
10104030,1706997407,2024-02-03T21:56:47+00:00,282,806600,30000000,0.026886666666666666
10104180,1706997707,2024-02-03T22:01:47+00:00,283,518226,30000000,0.0172742
10104330,1706998007,2024-02-03T22:06:47+00:00,282,2390852,30000000,0.07969506666666666
10104480,1706998307,2024-02-03T22:11:47+00:00,282,1219149,30000000,0.0406383
10104630,1706998607,2024-02-03T22:16:47+00:00,276,1326957,30000000,0.0442319
10104780,1706998907,2024-02-03T22:21:47+00:00,289,899476,30000000,0.029982533333333332
10104930,1706999207,2024-02-03T22:26:47+00:00,289,10854902,30000000,0.36183006666666667
10105080,1706999507,2024-02-03T22:31:47+00:00,282,1193222,30000000,0.03977406666666667
10105230,1706999807,2024-02-03T22:36:47+00:00,278,722816,30000000,0.02409386666666667
10105380,1707000107,2024-02-03T22:41:47+00:00,274,820700,30000000,0.027356666666666668
10105530,1707000407,2024-02-03T22:46:47+00:00,276,927817,30000000,0.030927233333333335
10105680,1707000707,2024-02-03T22:51:47+00:00,281,1638618,30000000,0.0546206
10105830,1707001007,2024-02-03T22:56:47+00:00,284,676883,30000000,0.022562766666666668
10105980,1707001307,2024-02-03T23:01:47+00:00,302,814571,30000000,0.027152366666666667
10106130,1707001607,2024-02-03T23:06:47+00:00,295,2928336,30000000,0.0976112
10106280,1707001907,2024-02-03T23:11:47+00:00,301,1267894,30000000,0.042263133333333334
10106430,1707002207,2024-02-03T23:16:47+00:00,334,1413590,30000000,0.047119666666666664
10106580,1707002507,2024-02-03T23:21:47+00:00,371,1040771,30000000,0.03469236666666667
10106730,1707002807,2024-02-03T23:26:47+00:00,337,680301,30000000,0.0226767
10106880,1707003107,2024-02-03T23:31:47+00:00,307,1959869,30000000,0.06532896666666667
10107030,1707003407,2024-02-03T23:36:47+00:00,289,818137,30000000,0.027271233333333332
10107180,1707003707,2024-02-03T23:41:47+00:00,296,840111,30000000,0.0280037
10107330,1707004007,2024-02-03T23:46:47+00:00,311,23989068,30000000,0.7996356
10107480,1707004307,2024-02-03T23:51:47+00:00,309,2511841,30000000,0.08372803333333333
10107630,1707004607,2024-02-03T23:56:47+00:00,958,24817848,30000000,0.8272616
10107780,1707004907,2024-02-04T00:01:47+00:00,979,194308,30000000,0.006476933333333333
